date,open,high,low,close,volume,count,capital
1990-01-04,,,,9853.15,1134514582,351190,121774345167
1990-01-05,,,,9862.42,1248394785,398264,128358011368
1990-01-06,,,,9927.06,815508000,244707,83089235600
1990-01-08,,,,9964.72,1147538214,323753,113376491326
1990-01-09,,,,9805.4,1196474465,353020,120303682852
1990-01-10,,,,9868.82,977533567,298482,107888985621
1990-01-11,,,,10134.97,854660187,325458,126977562065
1990-01-12,,,,10588.56,1074549207,415828,153414643488
1990-01-13,,,,10559.2,1110851000,378564,131283362700
1990-01-15,,,,10867.64,1175483454,400489,149179584563
1990-01-16,,,,10904.9,1295817832,480383,169950959315
1990-01-17,,,,10835.67,983673887,368626,132510255204
1990-01-18,,,,11153.05,870972505,306541,132014667637
1990-01-19,,,,11422.51,1221170045,466684,176847631059
1990-01-22,,,,11769.32,1076924922,434223,163349984836
1990-01-23,,,,11947.01,1758084810,559825,194993351656
1990-01-31,,,,12054.35,1065220637,358173,138658018554
1990-02-01,,,,12087.23,964816909,354212,137452336875
1990-02-02,,,,12217.78,1233017900,434433,157584056418
1990-02-03,,,,11869.4,1037541000,367061,130280246100
1990-02-05,,,,12302.07,1516047992,457209,179692075218
1990-02-06,,,,12289.36,1515610392,508133,188637199379
1990-02-07,,,,12154.98,1112622649,436349,154070231691
1990-02-08,,,,12054.51,945613777,330041,118993926689
1990-02-09,,,,12417.47,1215075451,403281,156055347906
1990-02-10,,,,12495.34,1409800000,466161,169138885850
1990-02-12,,,,12424.53,1626159416,581091,199141513997
1990-02-13,,,,12126.96,1395759307,510759,169497260885
1990-02-14,,,,12231.91,1184262179,403207,144069095331
1990-02-15,,,,12026.03,1278719861,404950,142114273609
1990-02-16,,,,11659.5,1102070032,375032,128430790882
1990-02-17,,,,11804.4,913545000,288865,101296520157
1990-02-19,,,,11792.65,1194180832,348336,124145552107
1990-02-20,,,,12271.94,1345137592,427915,149688951108
1990-02-21,,,,11975.29,1597918157,580465,191039015248
1990-02-22,,,,11749.13,1810454241,479434,177553521703
1990-02-23,,,,11814.35,1317010401,325884,129480430902
1990-02-24,,,,11658.66,980485000,273587,97068700100
1990-02-26,,,,11086.63,1145502139,375468,116260488645
1990-02-27,,,,11431.2,1365224556,339728,125489077198
1990-02-28,,,,11661.73,1365429904,363801,137398335934
1990-03-01,,,,11419.85,1622104894,413931,160076924269
1990-03-02,,,,11436.99,1217733689,301454,117635244602
1990-03-03,,,,11300.63,1144883000,276919,112731014600
1990-03-05,,,,11019.36,1380720077,351911,127988999909
1990-03-06,,,,11462.14,1434724921,344626,138499124973
1990-03-07,,,,11415.56,1380742435,386254,145439121671
1990-03-08,,,,11373.32,997319195,248377,98253136673
1990-03-09,,,,11350.28,1036011387,277046,98881833519
1990-03-10,,,,11791.2,1339454000,400651,140914385500
1990-03-12,,,,11817.54,1623334488,460886,157378320883
1990-03-13,,,,11925.24,1548662481,459934,168652531276
1990-03-14,,,,11896.87,1331431612,418824,147698416738
1990-03-15,,,,11934.49,1352824814,488269,161745796928
1990-03-16,,,,11502.34,1895026561,653048,216203151517
1990-03-17,,,,11504.74,1129479000,361820,123179357600
1990-03-19,,,,11369.69,1049078105,349653,114340323602
1990-03-20,,,,11447.55,1090375599,320070,111876534878
1990-03-21,,,,11257.23,1183281888,358684,119873962020
1990-03-22,,,,10978.15,1178074525,385539,127224754587
1990-03-23,,,,10628.29,1074116584,345680,113850390842
1990-03-24,,,,10300.79,937419000,292517,92796594641
1990-03-26,,,,10546.01,995708027,297051,95435016334
1990-03-27,,,,10406.31,946327749,281186,92087413597
1990-03-28,,,,10447.87,939723476,262899,85973392832
1990-03-30,,,,10512.19,906017971,248885,84874118236
1990-03-31,,,,10755.87,949298000,279860,94360441790
1990-04-02,,,,11163.49,1333399879,394577,137902903960
1990-04-03,,,,11119.0,1246048536,354409,128547619195
1990-04-04,,,,10907.09,1112525790,308060,108682788000
1990-04-06,,,,10440.67,1105888113,321559,107967096018
1990-04-07,,,,9828.22,1082361000,322301,94487752565
1990-04-09,,,,9814.54,1106977443,319271,95865681428
1990-04-10,,,,9725.89,1056141222,260670,86234850294
1990-04-11,,,,9781.98,985911671,230396,76715632516
1990-04-12,,,,9978.86,1071485099,265864,84367903730
1990-04-13,,,,9603.72,1239784899,347573,103550974073
1990-04-14,,,,9436.12,883927000,256961,74067977780
1990-04-16,,,,9419.32,1013775701,250091,80100283519
1990-04-17,,,,9291.61,1055628870,257986,81586594399
1990-04-18,,,,8994.4,1014061239,273517,80021928746
1990-04-19,,,,8830.57,1070171367,294621,84160755416
1990-04-20,,,,9292.39,1327530968,361640,104738070065
1990-04-21,,,,9365.93,1284550000,369420,110073339450
1990-04-23,,,,9428.63,1336740978,379733,116710247778
1990-04-24,,,,9607.73,1503698398,414732,130787292395
1990-04-25,,,,9576.74,1551435171,488769,152547792447
1990-04-26,,,,9517.83,1374424173,370775,121606415568
1990-04-27,,,,9713.78,1579354456,450311,144321165074
1990-04-28,,,,9665.5,1175283000,346601,109061242372
1990-04-30,,,,9292.37,1236353891,363321,112611802059
1990-05-01,,,,8734.93,1180870495,364880,97173435049
1990-05-02,,,,8574.54,1142255767,335041,91182335699
1990-05-03,,,,8502.28,1312322059,399728,108424620143
1990-05-04,,,,8624.7,1069089649,291673,83756046077
1990-05-05,,,,8943.39,984477000,275913,81903182630
1990-05-07,,,,8880.16,1149165050,337024,100350716869
1990-05-08,,,,8948.49,919951128,256403,78639238802
1990-05-09,,,,8922.67,1016526727,315478,94026600870
1990-05-10,,,,8426.41,1095622865,355450,95642985781
1990-05-11,,,,8417.08,1032631819,323933,84835986276
1990-05-12,,,,8361.18,764497000,225634,65335973540
1990-05-14,,,,8275.02,775601467,229147,62742286082
1990-05-15,,,,8569.55,972276337,303914,83063562815
1990-05-16,,,,8059.14,1619124867,475713,125191415472
1990-05-17,,,,7927.17,1302522159,390554,98666728627
1990-05-18,,,,7416.96,997872406,312482,72628036391
1990-05-21,,,,6992.89,962692717,297193,71369604398
1990-05-22,,,,6720.32,905971681,259591,57516832668
1990-05-23,,,,7014.4,1193763543,334935,76527532413
1990-05-24,,,,6587.77,969763558,280581,61094236198
1990-05-25,,,,6146.44,437153000,128489,26181672330
1990-05-26,,,,6303.75,795087000,223055,43234366560
1990-05-29,,,,6703.06,1320924754,375793,79646490185
1990-05-30,,,,6857.0,1575214002,459724,99429580549
1990-05-31,,,,7290.88,1668228561,494033,113274463363
1990-06-01,,,,7664.48,2121958554,639134,152249843050
1990-06-02,,,,7857.01,1487525000,448025,111072528374
1990-06-04,,,,7347.74,1691171040,551958,128869307404
1990-06-05,,,,7339.71,1621515614,502664,111846120764
1990-06-06,,,,7075.5,1700289860,522653,124100188457
1990-06-07,,,,6602.12,1231192120,358374,75082143668
1990-06-08,,,,6454.12,1306294687,348352,69691621292
1990-06-09,,,,6098.16,1008664000,279754,56491093840
1990-06-11,,,,5933.74,1050755989,275131,52140050024
1990-06-12,,,,6323.22,1362411460,376321,74779294039
1990-06-13,,,,6523.32,1569317470,434904,91937766203
